date,ticker,company,open,high,low,close,volume
2024-10-14,META,Meta Platforms,215.25,216.31,210.07,210.67,23410611
2024-10-15,META,Meta Platforms,207.98,209.33,204.89,205.3,19484440
2024-10-16,META,Meta Platforms,210.01,217.35,209.63,216.76,14215221
2024-10-17,META,Meta Platforms,217.17,223.26,215.84,222.75,24658119
2024-10-18,META,Meta Platforms,223.72,224.53,218.06,219.64,41834565
2024-10-21,META,Meta Platforms,217.53,218.0,214.48,214.75,7450512
2024-10-22,META,Meta Platforms,212.72,213.25,210.63,211.18,15017534
2024-10-23,META,Meta Platforms,211.93,212.46,210.77,212.02,11054626
2024-10-24,META,Meta Platforms,212.89,225.55,211.82,225.18,11445673
2024-10-25,META,Meta Platforms,223.35,235.67,223.26,234.37,8572089
2024-10-28,META,Meta Platforms,233.67,237.24,233.32,235.37,13426247
2024-10-29,META,Meta Platforms,232.05,232.52,230.22,231.45,18184548
2024-10-30,META,Meta Platforms,230.69,230.77,226.94,226.95,25958005
2024-10-31,META,Meta Platforms,226.55,228.4,226.28,227.48,17443209
2024-11-01,META,Meta Platforms,229.24,231.2,229.03,230.81,21143130
2024-11-04,META,Meta Platforms,230.5,231.77,229.83,230.38,14348003
2024-11-05,META,Meta Platforms,234.16,235.41,233.37,234.34,10816533
2024-11-06,META,Meta Platforms,232.96,236.11,232.76,234.94,14207171
2024-11-07,META,Meta Platforms,234.28,236.03,232.6,235.35,12047222
2024-11-08,META,Meta Platforms,231.39,233.6,229.68,229.75,24382660
2024-11-11,META,Meta Platforms,229.21,230.02,222.03,222.74,9683518
2024-11-12,META,Meta Platforms,220.31,221.48,209.36,210.58,22812119
2024-11-13,META,Meta Platforms,215.33,216.16,212.21,212.23,15772825
2024-11-14,META,Meta Platforms,213.47,221.67,213.36,220.35,21574960
2024-11-15,META,Meta Platforms,221.77,222.28,210.53,211.26,8923892
2024-11-18,META,Meta Platforms,207.59,209.6,207.21,209.46,15989173
2024-11-19,META,Meta Platforms,212.79,214.06,204.31,204.95,16407297
2024-11-20,META,Meta Platforms,201.91,207.1,201.46,206.34,6503670
2024-11-21,META,Meta Platforms,209.55,210.72,198.42,198.49,23197226
2024-11-22,META,Meta Platforms,201.57,202.09,192.93,193.7,12512681
2024-11-25,META,Meta Platforms,193.01,194.08,190.44,190.52,24725881
2024-11-26,META,Meta Platforms,189.93,192.39,188.56,191.82,13063200
2024-11-27,META,Meta Platforms,193.78,194.37,190.01,190.54,24077396
2024-11-28,META,Meta Platforms,193.22,200.96,193.16,199.99,12770050
2024-11-29,META,Meta Platforms,199.97,202.24,199.31,201.9,17110265
2024-12-02,META,Meta Platforms,199.83,200.44,195.59,195.63,17904178
2024-12-03,META,Meta Platforms,192.97,194.07,190.51,191.72,18226677
2024-12-04,META,Meta Platforms,189.58,198.43,187.98,197.73,20700541
2024-12-05,META,Meta Platforms,200.92,201.04,195.64,195.69,13548409
2024-12-06,META,Meta Platforms,194.63,194.7,192.93,194.18,15090142
2024-12-09,META,Meta Platforms,195.4,198.1,193.84,197.93,9024195
2024-12-10,META,Meta Platforms,201.19,205.21,200.37,204.96,16191394
2024-12-11,META,Meta Platforms,203.92,205.71,203.14,205.04,21701181
2024-12-12,META,Meta Platforms,201.1,205.3,198.54,203.2,13871253
2024-12-13,META,Meta Platforms,200.81,201.42,197.78,197.88,13653188
2024-12-16,META,Meta Platforms,199.82,200.9,198.91,200.44,55629645
2024-12-17,META,Meta Platforms,199.21,199.46,197.81,197.92,7401511
2024-12-18,META,Meta Platforms,199.19,199.23,195.55,196.43,20257874
2024-12-19,META,Meta Platforms,196.32,197.32,193.91,195.25,16190215
2024-12-20,META,Meta Platforms,191.46,194.47,191.06,194.11,8219129
2024-12-23,META,Meta Platforms,194.5,200.29,194.02,199.27,15425863
2024-12-24,META,Meta Platforms,196.84,203.64,196.55,201.99,12079944
2024-12-25,META,Meta Platforms,197.09,197.21,194.59,196.14,18281008
2024-12-26,META,Meta Platforms,193.41,195.65,193.38,195.03,13091765
2024-12-27,META,Meta Platforms,190.45,200.97,189.05,198.79,20698482
2024-12-30,META,Meta Platforms,197.72,197.83,193.98,195.18,25032222
2024-12-31,META,Meta Platforms,194.55,197.4,194.33,196.72,13296983
2022-01-03,AAPL,Apple,178.09,178.88,174.07,174.26,15927915
2022-01-04,AAPL,Apple,175.67,176.2,174.44,175.44,15895466
2022-01-05,AAPL,Apple,174.35,177.75,173.53,176.57,9840101
2022-01-06,AAPL,Apple,176.8,177.91,173.02,173.14,12548644
2022-01-07,AAPL,Apple,176.58,176.87,173.29,173.81,8594204
2022-01-10,AAPL,Apple,173.28,176.35,172.89,175.25,18685492
2022-01-11,AAPL,Apple,175.44,177.19,174.81,176.89,12938745
2022-01-12,AAPL,Apple,175.85,182.64,175.08,182.33,11233131
2022-01-13,AAPL,Apple,181.25,185.23,180.91,184.64,22138732
2022-01-14,AAPL,Apple,184.66,185.1,181.23,182.03,13878188
2022-01-17,AAPL,Apple,180.87,181.41,178.1,178.24,15772708
2022-01-18,AAPL,Apple,178.95,180.36,168.7,169.14,24088413
2022-01-19,AAPL,Apple,168.7,170.12,168.43,168.82,8113997
2022-01-20,AAPL,Apple,169.19,169.27,166.58,167.36,12228008
2022-01-21,AAPL,Apple,166.02,168.71,165.84,168.57,22682698
2022-01-24,AAPL,Apple,167.53,170.79,167.19,169.95,11660875
2022-01-25,AAPL,Apple,168.58,168.74,167.21,168.37,8095760
2022-01-26,AAPL,Apple,170.1,171.54,169.39,170.9,27214427
2022-01-27,AAPL,Apple,172.95,173.61,172.25,172.5,13750191
2022-01-28,AAPL,Apple,172.51,175.26,171.84,175.01,28215432
2022-01-31,AAPL,Apple,175.45,175.87,174.46,175.82,13365851
2022-02-01,AAPL,Apple,174.74,180.1,174.02,180.09,18182284
2022-02-02,AAPL,Apple,178.68,178.75,174.78,175.27,16309341
2022-02-03,AAPL,Apple,176.52,177.35,170.21,170.69,8420880
2022-02-04,AAPL,Apple,168.28,168.88,168.14,168.79,20648260
2022-02-07,AAPL,Apple,168.59,169.4,167.81,168.88,18136513
2022-02-08,AAPL,Apple,169.65,172.19,168.98,171.21,14874918
2022-02-09,AAPL,Apple,171.9,173.36,171.18,172.42,12304170
2022-02-10,AAPL,Apple,173.15,173.29,167.72,169.33,22923095
2022-02-11,AAPL,Apple,169.29,174.46,169.19,173.06,12700342
2022-02-14,AAPL,Apple,174.6,179.09,174.26,178.61,21489897
2022-02-15,AAPL,Apple,179.25,183.81,178.72,183.59,7005547
2022-02-16,AAPL,Apple,184.38,184.43,181.53,181.58,10553668
2022-02-17,AAPL,Apple,180.36,182.82,179.27,182.17,17622455
2022-02-18,AAPL,Apple,179.89,180.64,178.65,178.95,13328473
2022-02-21,AAPL,Apple,177.68,177.78,174.45,175.72,23609498
2022-02-22,AAPL,Apple,173.93,174.5,173.18,173.45,13949677
2022-02-23,AAPL,Apple,174.37,175.26,171.87,172.05,28184492
2022-02-24,AAPL,Apple,170.49,170.75,168.56,168.94,14498618
2022-02-25,AAPL,Apple,169.04,171.72,168.22,171.15,20153467
2022-02-28,AAPL,Apple,170.05,173.4,169.43,172.81,15855229
2022-03-01,AAPL,Apple,173.91,176.14,173.54,175.85,22790952
2022-03-02,AAPL,Apple,175.52,176.43,174.81,176.32,14240569
2022-03-03,AAPL,Apple,178.53,179.01,175.37,175.78,19917008
2022-03-04,AAPL,Apple,177.03,177.45,175.52,176.03,12175034
2022-03-07,AAPL,Apple,177.24,177.79,175.46,175.73,27740797
2022-03-08,AAPL,Apple,176.72,176.85,174.65,174.81,20269014
2022-03-09,AAPL,Apple,176.02,176.24,168.34,170.13,16686908
2022-03-10,AAPL,Apple,167.45,168.25,164.33,164.76,10520358
2022-03-11,AAPL,Apple,164.43,164.9,162.6,163.11,14917947
2022-03-14,AAPL,Apple,163.49,164.62,162.79,164.4,15406247
2022-03-15,AAPL,Apple,163.85,164.07,158.93,159.64,16915629
2022-03-16,AAPL,Apple,159.46,161.62,159.31,161.25,11398603
2022-03-17,AAPL,Apple,161.64,162.76,160.5,161.93,11179256
2022-03-18,AAPL,Apple,161.98,162.11,159.99,160.01,16387225
2022-03-21,AAPL,Apple,159.59,160.34,159.2,159.52,9272081
2022-03-22,AAPL,Apple,159.95,163.92,158.76,162.62,17962222
2022-03-23,AAPL,Apple,163.66,164.44,161.49,162.22,20693089
2022-03-24,AAPL,Apple,162.68,164.07,162.52,163.89,21717185
2022-03-25,AAPL,Apple,163.35,163.76,161.45,161.59,15407990
2022-03-28,AAPL,Apple,160.55,162.24,159.9,162.16,8422476
2022-03-29,AAPL,Apple,162.5,163.03,161.27,162.15,24821345
2022-03-30,AAPL,Apple,161.97,164.94,161.77,163.96,28398396
2022-03-31,AAPL,Apple,162.82,162.84,162.34,162.57,19977874
2022-04-01,AAPL,Apple,162.76,162.79,159.73,160.49,15851625
2022-04-04,AAPL,Apple,160.49,161.33,157.8,158.25,11483745
2022-04-05,AAPL,Apple,157.42,157.73,154.52,155.76,7058396
2022-04-06,AAPL,Apple,155.49,156.0,153.57,153.58,15433996
2022-04-07,AAPL,Apple,154.95,156.67,154.79,156.07,25495162
2022-04-08,AAPL,Apple,154.37,154.6,151.98,152.11,26038186
2022-04-11,AAPL,Apple,150.96,152.34,150.2,152.07,15118954
2022-04-12,AAPL,Apple,152.34,152.94,151.57,152.58,23104470
2022-04-13,AAPL,Apple,150.86,152.2,150.49,152.13,28904131
2022-04-14,AAPL,Apple,152.52,153.4,151.47,152.3,23890322
2022-04-15,AAPL,Apple,155.15,156.57,154.92,156.06,19993682
2022-04-18,AAPL,Apple,155.44,155.48,148.94,149.49,19034094
2022-04-19,AAPL,Apple,150.33,150.82,149.03,149.43,12567256
2022-04-20,AAPL,Apple,150.17,152.16,149.43,151.46,23505289
2022-04-21,AAPL,Apple,150.22,151.06,149.4,150.7,13400242
2022-04-22,AAPL,Apple,149.88,150.73,148.48,149.51,33295710
2022-04-25,AAPL,Apple,149.74,153.62,149.72,153.15,14213478
2022-04-26,AAPL,Apple,153.27,157.45,152.72,157.09,20075650
2022-04-27,AAPL,Apple,159.28,160.38,157.09,157.1,12161298
2022-04-28,AAPL,Apple,155.92,159.77,155.78,159.35,11767772
2022-04-29,AAPL,Apple,161.62,162.29,159.91,161.05,11064778
2022-05-02,AAPL,Apple,160.57,162.87,159.89,162.67,18400529
2022-05-03,AAPL,Apple,162.86,163.56,157.22,157.78,7751950
2022-05-04,AAPL,Apple,158.65,160.1,158.65,159.39,40675669
2022-05-05,AAPL,Apple,159.7,161.3,159.17,159.41,25179186
2022-05-06,AAPL,Apple,159.39,160.53,158.92,159.99,22076925
2022-05-09,AAPL,Apple,158.99,159.07,155.3,156.13,20154509
2022-05-10,AAPL,Apple,157.73,160.95,157.43,160.13,17886355
2022-05-11,AAPL,Apple,158.91,159.77,158.2,158.87,10281091
2022-05-12,AAPL,Apple,159.15,160.57,159.06,160.11,14761821
2022-05-13,AAPL,Apple,159.74,162.61,159.63,162.34,22602707
2022-05-16,AAPL,Apple,162.42,166.67,162.35,165.66,16621798
2022-05-17,AAPL,Apple,166.45,167.64,165.03,165.99,23915947
2022-05-18,AAPL,Apple,166.54,167.71,164.34,165.36,13206240
2022-05-19,AAPL,Apple,163.56,166.72,163.09,165.99,22419395
2022-05-20,AAPL,Apple,166.9,167.24,163.18,163.75,13084020
2022-05-23,AAPL,Apple,166.31,166.65,161.36,162.64,20300068
2022-05-24,AAPL,Apple,162.46,163.09,159.43,159.48,28959376
2022-05-25,AAPL,Apple,159.5,160.43,157.38,158.94,8416175
2022-05-26,AAPL,Apple,158.72,161.46,158.46,161.01,28409462
2022-05-27,AAPL,Apple,160.86,160.96,159.25,159.67,17644543
2022-05-30,AAPL,Apple,160.11,160.97,158.82,159.11,13421984
2022-05-31,AAPL,Apple,158.5,159.1,156.93,157.45,23581416
2022-06-01,AAPL,Apple,158.96,160.59,156.52,156.65,21161866
2022-06-02,AAPL,Apple,153.5,162.37,153.44,161.46,38409905
2022-06-03,AAPL,Apple,160.58,164.26,159.98,163.7,15954059
2022-06-06,AAPL,Apple,164.04,164.59,162.49,163.05,15697586
2022-06-07,AAPL,Apple,163.1,165.52,163.07,165.38,19101256
2022-06-08,AAPL,Apple,164.8,166.12,163.47,165.75,12840782
2022-06-09,AAPL,Apple,164.04,167.83,163.8,167.73,15151310
2022-06-10,AAPL,Apple,168.03,168.68,167.47,167.99,6132224
2022-06-13,AAPL,Apple,170.26,171.49,166.83,167.42,8619454
2022-06-14,AAPL,Apple,168.04,169.91,167.9,169.71,17491621
2022-06-15,AAPL,Apple,169.73,170.45,167.8,168.74,30449405
2022-06-16,AAPL,Apple,168.84,173.75,167.29,173.11,22610444
2022-06-17,AAPL,Apple,173.33,173.7,172.61,172.88,20878584
2022-06-20,AAPL,Apple,171.98,172.21,166.36,166.51,27869666
2022-06-21,AAPL,Apple,168.1,168.56,163.66,163.87,12547031
2022-06-22,AAPL,Apple,163.71,163.93,158.82,159.21,15101060
2022-06-23,AAPL,Apple,156.62,160.98,156.37,160.7,25597776
2022-06-24,AAPL,Apple,160.88,164.36,159.81,162.62,15737101
2022-06-27,AAPL,Apple,161.54,164.21,161.14,163.21,14412692
2022-06-28,AAPL,Apple,162.56,165.83,162.31,165.52,8699782
2022-06-29,AAPL,Apple,164.6,169.67,163.69,169.46,8267203
2022-06-30,AAPL,Apple,168.64,171.96,168.42,171.9,17730238
2022-07-01,AAPL,Apple,171.49,172.06,166.78,167.24,16325271
2022-07-04,AAPL,Apple,167.42,170.81,166.84,170.15,10018850
2022-07-05,AAPL,Apple,170.89,171.45,169.31,170.58,15229412
2022-07-06,AAPL,Apple,171.09,171.45,167.6,167.64,24734069
2022-07-07,AAPL,Apple,167.84,168.03,167.63,167.67,12359580
2022-07-08,AAPL,Apple,165.77,167.49,165.7,166.69,30863104
2022-07-11,AAPL,Apple,166.55,167.35,163.19,163.19,24306893
2022-07-12,AAPL,Apple,163.26,166.79,162.75,166.43,11086774
2022-07-13,AAPL,Apple,165.22,165.39,161.97,162.74,26551587
2022-07-14,AAPL,Apple,160.57,161.99,158.37,159.93,18657388
2022-07-15,AAPL,Apple,161.22,164.06,160.52,163.5,12309419
2022-07-18,AAPL,Apple,163.36,163.44,161.72,162.29,17032500
2022-07-19,AAPL,Apple,165.01,166.41,163.92,164.07,21000398
2022-07-20,AAPL,Apple,165.16,166.49,162.12,162.71,12900972
2022-07-21,AAPL,Apple,161.95,162.69,161.76,162.47,9275882
2022-07-22,AAPL,Apple,162.24,162.56,160.63,160.7,9782945
2022-07-25,AAPL,Apple,162.19,162.97,160.91,162.17,20197257
2022-07-26,AAPL,Apple,161.69,162.89,161.3,162.17,16619953
2022-07-27,AAPL,Apple,163.86,164.01,159.07,159.53,17736309
2022-07-28,AAPL,Apple,160.24,160.58,157.87,158.8,10200468
2022-07-29,AAPL,Apple,159.85,161.25,159.66,161.19,13573129
2022-08-01,AAPL,Apple,160.31,161.38,160.01,160.96,18732637
2022-08-02,AAPL,Apple,159.88,160.21,157.98,158.66,20045171
2022-08-03,AAPL,Apple,158.54,160.51,157.93,160.44,18059098
2022-08-04,AAPL,Apple,158.91,161.84,158.71,161.71,12677047
2022-08-05,AAPL,Apple,161.43,162.35,158.87,160.26,22247727
2022-08-08,AAPL,Apple,160.12,161.32,157.46,157.56,23283529
2022-08-09,AAPL,Apple,159.33,159.74,157.25,157.29,10052155
2022-08-10,AAPL,Apple,156.84,158.94,156.77,158.53,18390285
2022-08-11,AAPL,Apple,158.56,158.78,154.07,154.49,8746397
2022-08-12,AAPL,Apple,155.47,156.4,152.5,152.94,15705500
2022-08-15,AAPL,Apple,152.87,153.82,152.08,153.65,16082881
2022-08-16,AAPL,Apple,153.03,155.31,152.96,155.1,17809317
2022-08-17,AAPL,Apple,156.21,157.08,154.92,155.1,17657713
2022-08-18,AAPL,Apple,155.51,155.7,154.01,154.41,10983769
2022-08-19,AAPL,Apple,153.8,157.45,152.91,156.07,17185267
2022-08-22,AAPL,Apple,157.59,158.09,153.52,153.85,20947010
2022-08-23,AAPL,Apple,153.39,153.82,152.15,152.34,11971290
2022-08-24,AAPL,Apple,151.41,156.37,151.14,155.83,8850531
2022-08-25,AAPL,Apple,155.22,158.74,154.69,158.3,20328207
2022-08-26,AAPL,Apple,158.31,162.16,158.24,161.78,11150740
2022-08-29,AAPL,Apple,162.31,162.46,161.2,161.57,8699117
2022-08-30,AAPL,Apple,160.64,163.7,160.15,162.78,16383663
2022-08-31,AAPL,Apple,162.48,162.96,161.81,162.81,19895356
2022-09-01,AAPL,Apple,162.4,163.16,161.66,161.67,12980626
2022-09-02,AAPL,Apple,163.28,163.7,162.63,163.27,28304411
2022-09-05,AAPL,Apple,163.49,164.94,163.45,164.04,14954024
2022-09-06,AAPL,Apple,162.5,170.14,161.76,169.07,14156873
2022-09-07,AAPL,Apple,166.49,170.39,166.42,170.3,17420521
2022-09-08,AAPL,Apple,168.98,172.23,167.98,171.99,19585349
2022-09-09,AAPL,Apple,171.88,172.29,170.87,171.17,17026325
2022-09-12,AAPL,Apple,171.43,172.01,168.02,168.63,14573725
2022-09-13,AAPL,Apple,169.7,170.07,167.8,167.92,23226252
2022-09-14,AAPL,Apple,167.72,168.38,167.58,168.3,11848038
2022-09-15,AAPL,Apple,166.44,171.79,166.35,171.75,20588509
2022-09-16,AAPL,Apple,172.57,177.51,172.57,175.95,14078921
2022-09-19,AAPL,Apple,175.57,178.13,174.61,177.14,10404355
2022-09-20,AAPL,Apple,175.13,177.77,174.88,177.0,10206251
2022-09-21,AAPL,Apple,178.77,180.07,175.67,176.09,8687244
2022-09-22,AAPL,Apple,176.41,176.66,175.26,176.28,22350517
2022-09-23,AAPL,Apple,176.67,177.23,168.71,169.45,11287756
2022-09-26,AAPL,Apple,169.57,169.59,166.03,166.33,12055080
2022-09-27,AAPL,Apple,166.32,167.09,163.69,163.93,7553301
2022-09-28,AAPL,Apple,163.94,164.37,162.39,162.79,15504472
2022-09-29,AAPL,Apple,163.88,164.1,163.83,164.05,27287038
2022-09-30,AAPL,Apple,163.72,165.38,163.31,165.37,17406111
2022-10-03,AAPL,Apple,166.02,167.44,161.47,161.61,13298287
2022-10-04,AAPL,Apple,161.75,163.96,161.54,163.02,15220503
2022-10-05,AAPL,Apple,163.78,164.56,163.53,164.27,26675600
2022-10-06,AAPL,Apple,164.82,165.46,163.75,164.17,10677047
2022-10-07,AAPL,Apple,163.37,164.31,162.49,162.68,21501831
2022-10-10,AAPL,Apple,162.44,163.43,162.17,162.79,9710132
2022-10-11,AAPL,Apple,162.55,165.97,162.33,165.16,12013568
2022-10-12,AAPL,Apple,164.6,169.82,164.28,168.94,15481261
2022-10-13,AAPL,Apple,169.08,169.66,165.65,165.75,20612707
2022-10-14,AAPL,Apple,167.64,168.19,163.75,163.99,9287314
2022-10-17,AAPL,Apple,165.01,165.08,159.63,161.02,12684802
2022-10-18,AAPL,Apple,161.83,162.53,158.48,158.55,13269471
2022-10-19,AAPL,Apple,159.11,162.17,157.77,161.65,9810546
2022-10-20,AAPL,Apple,163.75,165.97,163.22,164.94,8924499
2022-10-21,AAPL,Apple,165.16,165.23,164.73,164.75,16732474
2022-10-24,AAPL,Apple,164.16,165.05,160.49,161.44,27773278
2022-10-25,AAPL,Apple,162.98,164.65,162.88,164.5,15316803
2022-10-26,AAPL,Apple,164.04,165.86,163.59,164.81,14632404
2022-10-27,AAPL,Apple,163.89,164.0,163.39,163.59,18766849
2022-10-28,AAPL,Apple,161.73,162.04,159.04,159.42,12300554
2022-10-31,AAPL,Apple,159.36,160.58,157.97,158.49,19525005
2022-11-01,AAPL,Apple,158.48,159.58,157.72,159.32,12719219
2022-11-02,AAPL,Apple,160.1,160.65,156.02,156.43,11801406
2022-11-03,AAPL,Apple,156.39,156.98,155.04,155.56,19526825
2022-11-04,AAPL,Apple,154.49,154.95,153.97,154.05,22280995
2022-11-07,AAPL,Apple,154.3,156.21,153.54,155.32,18393884
2022-11-08,AAPL,Apple,156.88,157.48,154.92,155.05,13553898
2022-11-09,AAPL,Apple,155.14,155.45,151.53,152.28,8809334
2022-11-10,AAPL,Apple,151.79,154.23,151.01,152.96,16340435
2022-11-11,AAPL,Apple,152.48,152.59,149.51,149.76,19642576
2022-11-14,AAPL,Apple,151.39,154.47,150.95,153.71,18831615
2022-11-15,AAPL,Apple,152.95,158.76,152.87,158.65,17071201
2022-11-16,AAPL,Apple,158.19,162.32,156.99,161.62,16975178
2022-11-17,AAPL,Apple,162.05,166.61,162.03,166.22,21626763
2022-11-18,AAPL,Apple,166.48,167.52,165.19,166.7,12572550
2022-11-21,AAPL,Apple,167.13,168.15,166.13,167.88,18462708
2022-11-22,AAPL,Apple,169.95,170.29,167.0,167.09,14810584
2022-11-23,AAPL,Apple,166.64,167.06,166.54,166.68,12288043
2022-11-24,AAPL,Apple,167.92,169.23,165.73,165.85,16080993
2022-11-25,AAPL,Apple,164.61,165.95,163.91,165.63,9926429
2022-11-28,AAPL,Apple,165.05,165.96,164.4,165.71,13686550
2022-11-29,AAPL,Apple,165.67,167.66,164.56,167.57,13830777
2022-11-30,AAPL,Apple,168.4,168.51,158.86,159.09,12209871
2022-12-01,AAPL,Apple,157.3,160.51,156.48,159.82,12785487
2022-12-02,AAPL,Apple,158.43,161.38,158.22,160.82,13815389
2022-12-05,AAPL,Apple,161.55,161.62,160.58,161.01,21457584
2022-12-06,AAPL,Apple,160.74,166.28,160.3,165.21,21026622
2022-12-07,AAPL,Apple,165.1,165.16,163.83,164.43,21414263
2022-12-08,AAPL,Apple,164.49,167.55,163.99,167.13,16446113
2022-12-09,AAPL,Apple,167.49,170.96,167.02,170.23,35029529
2022-12-12,AAPL,Apple,169.89,173.36,169.75,172.92,19601754
2022-12-13,AAPL,Apple,173.5,174.39,173.24,173.89,18761017
2022-12-14,AAPL,Apple,174.41,174.76,167.3,167.5,8920957
2022-12-15,AAPL,Apple,167.1,168.69,166.21,168.09,27100455
2022-12-16,AAPL,Apple,169.3,171.46,167.82,170.48,29847500
2022-12-19,AAPL,Apple,172.09,172.49,170.89,171.02,12847318
2022-12-20,AAPL,Apple,171.23,174.98,170.88,173.46,12504962
2022-12-21,AAPL,Apple,173.24,177.84,173.06,177.21,18511355
2022-12-22,AAPL,Apple,175.51,179.13,174.57,178.09,13955513
2022-12-23,AAPL,Apple,177.02,180.35,176.37,180.31,7629282
2022-12-26,AAPL,Apple,180.5,183.26,179.54,181.81,18867053
2022-12-27,AAPL,Apple,180.7,181.35,178.37,179.41,10759882
2022-12-28,AAPL,Apple,180.24,181.41,177.19,177.61,11298432
2022-12-29,AAPL,Apple,178.54,178.88,175.01,175.06,16794829
2022-12-30,AAPL,Apple,175.14,182.8,175.1,182.37,16159450
2023-01-02,AAPL,Apple,183.79,183.89,180.28,182.91,20552158
2023-01-03,AAPL,Apple,180.65,183.01,179.49,183.0,12611516
2023-01-04,AAPL,Apple,182.39,183.73,181.4,181.46,16218442
2023-01-05,AAPL,Apple,181.6,182.38,179.07,179.86,15135486
2023-01-06,AAPL,Apple,181.21,182.0,174.53,175.44,23442864
2023-01-09,AAPL,Apple,173.32,179.0,172.75,177.99,12421382
2023-01-10,AAPL,Apple,178.52,179.53,178.14,179.01,21446999
2023-01-11,AAPL,Apple,178.42,179.65,173.71,175.22,24530577
2023-01-12,AAPL,Apple,174.08,178.61,173.32,178.59,12944307
2023-01-13,AAPL,Apple,179.77,184.34,179.15,183.87,18114329
2023-01-16,AAPL,Apple,183.57,188.5,183.41,186.47,13267343
2023-01-17,AAPL,Apple,188.22,189.02,183.04,183.58,15794086
2023-01-18,AAPL,Apple,183.98,184.75,182.67,183.27,23406717
2023-01-19,AAPL,Apple,184.34,184.76,180.7,181.38,10629782
2023-01-20,AAPL,Apple,182.31,183.02,177.42,178.0,22864024
2023-01-23,AAPL,Apple,176.34,177.63,175.7,176.39,15355581
2023-01-24,AAPL,Apple,176.53,179.41,176.15,179.26,16287659
2023-01-25,AAPL,Apple,177.98,178.24,176.38,177.35,10614753
2023-01-26,AAPL,Apple,178.29,182.72,177.58,182.43,19502144
2023-01-27,AAPL,Apple,183.61,185.07,183.06,183.82,14525315
2023-01-30,AAPL,Apple,181.97,184.03,181.83,183.87,20207809
2023-01-31,AAPL,Apple,183.6,190.78,182.54,189.29,14683903
2023-02-01,AAPL,Apple,191.26,192.5,190.18,192.44,9810888
2023-02-02,AAPL,Apple,191.73,199.61,191.29,198.89,8866375
2023-02-03,AAPL,Apple,197.91,199.53,197.77,198.96,12990319
2023-02-06,AAPL,Apple,199.12,200.58,198.76,200.54,16869834
2023-02-07,AAPL,Apple,199.15,204.16,198.86,203.65,32809801
2023-02-08,AAPL,Apple,202.22,202.47,201.7,202.08,29926806
2023-02-09,AAPL,Apple,200.35,200.49,196.7,197.53,9835643
2023-02-10,AAPL,Apple,196.09,196.27,193.74,193.9,20926266
2023-02-13,AAPL,Apple,193.45,200.66,192.77,199.74,21554631
2023-02-14,AAPL,Apple,198.23,201.51,197.41,200.5,30683834
2023-02-15,AAPL,Apple,199.18,199.96,194.17,195.87,11229560
2023-02-16,AAPL,Apple,197.67,197.96,192.68,192.78,11908954
2023-02-17,AAPL,Apple,190.74,192.61,189.94,192.23,13060037
2023-02-20,AAPL,Apple,191.36,193.53,190.83,192.77,23236652
2023-02-21,AAPL,Apple,192.96,196.17,192.64,195.08,16092471
2023-02-22,AAPL,Apple,193.16,197.21,191.84,196.78,19760805
2023-02-23,AAPL,Apple,197.23,198.28,197.22,198.22,18790261
2023-02-24,AAPL,Apple,199.98,200.92,197.62,197.68,12495426
2023-02-27,AAPL,Apple,197.11,198.9,196.39,198.9,18889644
2023-02-28,AAPL,Apple,198.88,200.52,198.42,199.64,5050505
2023-03-01,AAPL,Apple,197.41,201.17,195.75,200.36,24085119
2023-03-02,AAPL,Apple,199.04,208.15,198.39,205.65,17152864
2023-03-03,AAPL,Apple,204.62,206.38,204.45,205.75,17090137
2023-03-06,AAPL,Apple,206.36,215.33,205.36,215.26,9715638
2023-03-07,AAPL,Apple,214.87,216.42,213.7,214.42,20661720
2023-03-08,AAPL,Apple,214.47,215.8,206.8,206.82,12821295
2023-03-09,AAPL,Apple,207.53,208.47,206.8,207.82,15489905
2023-03-10,AAPL,Apple,206.49,207.8,206.38,207.2,15290493
2023-03-13,AAPL,Apple,204.86,205.11,201.09,202.92,13959515
2023-03-14,AAPL,Apple,202.76,203.7,201.74,203.46,15679485
2023-03-15,AAPL,Apple,201.45,202.04,195.24,196.27,18925615
2023-03-16,AAPL,Apple,193.66,194.12,188.09,189.44,13978840
2023-03-17,AAPL,Apple,193.06,193.79,186.28,186.45,29194006
2023-03-20,AAPL,Apple,188.21,188.53,183.96,184.42,12681730
2023-03-21,AAPL,Apple,183.84,189.79,182.65,189.0,17774817
2023-03-22,AAPL,Apple,188.47,193.89,187.64,193.38,12661525
2023-03-23,AAPL,Apple,192.64,196.56,191.31,195.25,11959516
2023-03-24,AAPL,Apple,194.32,195.81,193.17,194.24,25930326
2023-03-27,AAPL,Apple,194.73,199.32,194.71,198.06,13880539
2023-03-28,AAPL,Apple,199.65,200.15,197.75,197.89,10422845
2023-03-29,AAPL,Apple,199.37,200.16,194.77,196.98,15201682
2023-03-30,AAPL,Apple,197.21,198.47,191.65,191.91,11199467
2023-03-31,AAPL,Apple,190.41,191.59,189.55,190.03,12030877
2023-04-03,AAPL,Apple,190.71,191.98,187.55,188.13,9168052
2023-04-04,AAPL,Apple,188.07,188.42,184.65,184.96,14726947
2023-04-05,AAPL,Apple,184.72,184.72,178.34,179.03,23247892
2023-04-06,AAPL,Apple,178.4,179.03,175.0,175.22,18385613
